SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY_CODE,COUNTY,CITY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHOICE_IND,DISTRICT_NAME,SCHOOL_NAME,LOW_GRADE,HIGH_GRADE,GRADE_LEVEL,GRADE_LEVEL_DESC,GROUP_BY,GROUP_BY_VALUE,STUDENT_COUNT
2021-22,Private school,1,40,Milwaukee,Shorewood,5355,7650,Elementary School,No,Shorewood,Saint Robert Grade School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,Shorewood,5355,7650,Elementary School,No,Shorewood,Saint Robert Grade School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,Shorewood,5355,7650,Elementary School,No,Shorewood,Saint Robert Grade School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,Shorewood,5355,7650,Elementary School,No,Shorewood,Saint Robert Grade School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,26
2021-22,Private school,1,40,Milwaukee,Shorewood,5355,7650,Elementary School,No,Shorewood,Saint Robert Grade School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,25
2021-22,Private school,1,40,Milwaukee,Shorewood,5355,7650,Elementary School,No,Shorewood,Saint Robert Grade School,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,1,1,All Students,All Students,12
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,2,2,All Students,All Students,15
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,3,3,All Students,All Students,5
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,4,4,All Students,All Students,11
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,5,5,All Students,All Students,9
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,6,6,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,7,7,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,8,8,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,18
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,11
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,0
2021-22,School District,6,66,Washington,,5390,,[All],,Slinger,[Districtwide],,,All Grades,All Grades,All Students,All Students,81
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,All Grades,All Grades,All Students,All Students,81
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,1,1,All Students,All Students,12
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,2,2,All Students,All Students,15
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,3,3,All Students,All Students,5
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,4,4,All Students,All Students,11
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,5,5,All Students,All Students,9
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,6,6,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,7,7,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,8,8,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,9,9,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,10,10,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,11,11,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,12,12,All Students,All Students,0
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,K4,4-year-old Kindergarten,All Students,All Students,18
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,KG,5-year-old Kindergarten,All Students,All Students,11
2021-22,Private school,6,66,Washington,Slinger,5390,7420,Elementary School,No,Slinger,Saint Peter Catholic School,K4,5,PK,Pre-kindergarten,All Students,All Students,0
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,1,1,All Students,All Students,12
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,2,2,All Students,All Students,14
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,3,3,All Students,All Students,11
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,4,4,All Students,All Students,16
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,5,5,All Students,All Students,10
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,6,6,All Students,All Students,7
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,7,7,All Students,All Students,7
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,8,8,All Students,All Students,6
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,9
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,20
2021-22,School District,11,55,Saint Croix,,5432,,[All],,Somerset,[Districtwide],,,All Grades,All Grades,All Students,All Students,112
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,All Grades,All Grades,All Students,All Students,112
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,1,1,All Students,All Students,12
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,2,2,All Students,All Students,14
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,3,3,All Students,All Students,11
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,4,4,All Students,All Students,16
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,5,5,All Students,All Students,10
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,6,6,All Students,All Students,7
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,7,7,All Students,All Students,7
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,8,8,All Students,All Students,6
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,9
2021-22,Private school,11,55,Saint Croix,Somerset,5432,2990,Elementary School,No,Somerset,Saint Anne Grade School,K4,8,PK,Pre-kindergarten,All Students,All Students,20
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,1,1,All Students,All Students,56
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,2,2,All Students,All Students,54
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,3,3,All Students,All Students,57
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,4,4,All Students,All Students,50
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,5,5,All Students,All Students,53
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,6,6,All Students,All Students,53
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,7,7,All Students,All Students,42
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,8,8,All Students,All Students,47
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,9,9,All Students,All Students,12
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,10,10,All Students,All Students,13
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,11,11,All Students,All Students,6
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,56
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,48
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,14
2021-22,School District,1,40,Milwaukee,,5439,,[All],,South Milwaukee,[Districtwide],,,All Grades,All Grades,All Students,All Students,561
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,All Grades,All Grades,All Students,All Students,194
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,1,1,All Students,All Students,21
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,2,2,All Students,All Students,21
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,3,3,All Students,All Students,25
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,4,4,All Students,All Students,23
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,5,5,All Students,All Students,18
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,6,6,All Students,All Students,16
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,7,7,All Students,All Students,11
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,8,8,All Students,All Students,18
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,18
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,23
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,7870,Elementary School,Yes,South Milwaukee,Divine Mercy School,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,All Grades,All Grades,All Students,All Students,259
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,1,1,All Students,All Students,22
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,2,2,All Students,All Students,26
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,3,3,All Students,All Students,25
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,4,4,All Students,All Students,22
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,5,5,All Students,All Students,25
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,6,6,All Students,All Students,24
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,7,7,All Students,All Students,19
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,8,8,All Students,All Students,21
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,9,9,All Students,All Students,12
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,10,10,All Students,All Students,13
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,11,11,All Students,All Students,6
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,12,12,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,K4,4-year-old Kindergarten,All Students,All Students,24
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,KG,5-year-old Kindergarten,All Students,All Students,20
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,1731,Combined Elementary/Secondary School,Yes,South Milwaukee,Guidance Academy,K4,11,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,108
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,1,1,All Students,All Students,13
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,2,2,All Students,All Students,7
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,3,3,All Students,All Students,7
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,4,4,All Students,All Students,5
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,5,5,All Students,All Students,10
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,6,6,All Students,All Students,13
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,7,7,All Students,All Students,12
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,8,8,All Students,All Students,8
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,14
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,5
2021-22,Private school,1,40,Milwaukee,South Milwaukee,5439,8755,Elementary School,No,South Milwaukee,Zion Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,14
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,1,1,All Students,All Students,5
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,2,2,All Students,All Students,5
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,3,3,All Students,All Students,9
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,4,4,All Students,All Students,14
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,5,5,All Students,All Students,18
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,6,6,All Students,All Students,12
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,7,7,All Students,All Students,15
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,8,8,All Students,All Students,14
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,12
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,8
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,6
2021-22,School District,3,22,Grant,,2485,,[All],,Southwestern Wisconsin,[Districtwide],,,All Grades,All Grades,All Students,All Students,118
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,All Grades,All Grades,All Students,All Students,45
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,1,1,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,2,2,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,3,3,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,4,4,All Students,All Students,10
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,5,5,All Students,All Students,7
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,6,6,All Students,All Students,9
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,7,7,All Students,All Students,7
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,8,8,All Students,All Students,12
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,9,9,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,10,10,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,11,11,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,12,12,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,KG,5-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,3,22,Grant,Kieler,2485,1450,Elementary School,No,Southwestern Wisconsin,Holy Ghost-Immaculate Conception School Inc,4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,1,1,All Students,All Students,5
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,2,2,All Students,All Students,5
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,3,3,All Students,All Students,9
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,4,4,All Students,All Students,4
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,5,5,All Students,All Students,11
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,6,6,All Students,All Students,3
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,7,7,All Students,All Students,8
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,8,8,All Students,All Students,2
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,12
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,8
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,PK,Pre-kindergarten,All Students,All Students,6
2021-22,Private school,3,22,Grant,Hazel Green,2485,5060,Elementary School,No,Southwestern Wisconsin,Saint Joseph Grade School,K4,8,All Grades,All Grades,All Students,All Students,73
2021-22,School District,4,41,Monroe,,5460,,[All],,Sparta Area,[Districtwide],,,All Grades,All Grades,All Students,All Students,215
2021-22,School District,4,41,Monroe,,5460,,[All],,Sparta Area,[Districtwide],,,1,1,All Students,All Students,27
2021-22,School District,4,41,Monroe,,5460,,[All],,Sparta Area,[Districtwide],,,2,2,All Students,All Students,12
2021-22,School District,4,41,Monroe,,5460,,[All],,Sparta Area,[Districtwide],,,3,3,All Students,All Students,24
2021-22,School District,4,41,Monroe,,5460,,[All],,Sparta Area,[Districtwide],,,4,4,All Students,All Students,27
